title,description,points,price
Bodega Melgarajo 2010 Valdeleña Tinto Roble Prieto Picudo (Vino de la Tierra de Castilla y León),"Cherry and plum aromas are basic and candied, while the palate on ...",83,$20
Frascole 2013 Riserva  (Chianti Rufina),This blend of organically grown Sangiovese (90%) and Colorino (10%) offers delicate ...,89,$23
Domaine Sigalas 2011 Asirtiko Athiri White (Santorini),"Notes of sea salt, perky citrus and a wave of ripe tropical ...",87,$18
Domaine Sigalas NV Apiliotis Mandilaria (Greece),"Deep black cassis fruit, cedar and cigarbox aromas are followed by flavors ...",87,$25
Turasan 2014 Emir (Turkey),"A bouquet of peach, melon and freesia sets the scene for flavors ...",87,$15
Vinkara 2013 Narince (Ankara),"Light straw in the glass, this wine is a nice example of ...",87,$15
Erste Neue 2013 Lago di Caldaro Classico Superiore Schiava (Alto Adige),"This 100% Schiava opens with aromas of woodland berry, rose petal and ...",87,$15
Seghesio 2013 Arneis (Russian River Valley),"Smooth and viscous, this Italian-inspired white is crisp in waxy apple and ...",87,$22
Castello Monaci 2007 Èmera White (Salento),Drying tones of neutral mineral and stone fruit describe the nose of ...,86,$17
Tierra Aranda 2011  Ribera del Duero,"A pure nose based on raspberry, blackberry, spice, leather and meaty aromas ...",90,$23
Badia a Coltibuono 2010 Cultus Boni  (Chianti Classico),"Made with 80% Sangiovese and 20% Colorino, Ciliegiolo and other native grapes, ...",90,$30
Matthews 2011 Claret (Columbia Valley (WA)),"The oak shows prominently on this blend of Merlot (68%), Cabernet Sauvignon ...",90,$40
Louis de Sacy NV Brut Grand Cru  (Champagne),"With some wood fermentation, this is a particularly rich wine. The wood ...",91,$42
Mustiguillo 2013 Finca Calvestra Meseguera (Spain),"Given that this is Merseguera, a variety that normally doesn''t rank that ...",91,$35
La Collina dei Lecci 2012  Rosso di Montalcino,"This savory Rosso weaves together sensations of Morello cherry, wild strawberry and ...",88,$15
Lagana 2013 Sauvignon Blanc (Columbia Valley (WA)),"Though labeled Sauvignon Blanc, this includes 20% Muscat, which makes it more ...",88,$18
Le Bertille 2012  Rosso di Montepulciano,"Made from a blend of Sangiovese, Colorino, Canaiolo and Ciliegiolo, this vibrant ...",87,$18
Samuel Tinon 2007 Dry Tokaji Szamorodni Furmint (Tokaj),"This Szamorodni, or late-harvest wine, is amber in color with aromas of ...",92,$46
Adega Cooperativa de Borba 2011 Garrafeira Red (Alentejo),"A Garrafeira is a special selection of wines, and this rich blend ...",92,$39
Chalk Hill 2015 Musque Sauvignon Blanc (Chalk Hill),"Fresh and vibrantly floral on the nose and palate, this lovely white ...",92,$45
Château Lamartine 2014 Cuvée Particulière Malbec-Tannat (Cahors),"Aged in wood for 14 months, this dense wine is still in ...",92,$24
Papaioannou 2011 St. Elias Vineyards Dry White Assyrtico (Corinthia),Lemon preserve and melon aromas are followed by peach and tropical fruit ...,86,$12
Skinnygirl 2011 White (California),White blends like this are increasingly popular in America for versatility and ...,86,$15
A. Parparoussis 2008 Les Dons de Dionysos Barrel Fermented Assyrtiko-Athiri White (Achaia),"A nose of fresh-cut flowers, tropical fruit and melon leads this barrel-fermented ...",86,$25
DFJ Vinhos 2014 DFJ Alvarinho-Chardonnay (Lisboa),"An intriguing blend of grapes, bringing ripe, smooth Chardonnay up against crisp, ...",88,$10
Bodega Norton 2014 Colección Malbec (Mendoza),"Core berry aromas are fresh and solid, while nuances of wild herbs, ...",88,$11
Peter Lehmann 2010 Layers White (Adelaide),"A “layered” blend of five different varieties, this starts off a bit ...",84,$17
Juan Carlos Sancha 2009 Ad Libitum Tempranillo Blanco (Rioja),Waxy peach aromas seem slightly oxidized. It's round and citrusy on the ...,84,$40
Telavi 2007 Marani Kondoli Vineyards Saperavi-Merlot (Kakheti),"Notes of bright, candied red cherries, cedar and spice fill the nose ...",84,$17
Horton 2014 Pinotage (Virginia),"A delicate nose of red plum, cherry, smoke and spice lead into ...",87,$20
Quinta do Casal Branco 2016 Quartilho Fernão Pires (Tejo),"This warm, ripe wine is full of great, easy fruitiness. With lemon ...",87,$15
Valley of the Moon 2015 White (Sonoma County),"This combines 85% Pinot Blanc with 15% Viognier. Together, they offer a ...",87,$19
Vinkara 2014 Reserve Narince (Ankara),Aromas of apricot and rose petal prepare the palate for flavors of ...,87,$25
Lechthaler 2011 Drago Teroldego Rotaliano (Trentino),"This wine boasts blackberry, raspberry, white pepper and earthy sensations. It''s simple ...",86,$15
Cantina Valle Isarco 2010 Aristos Kerner (Alto Adige),"This is a rare example of Italian-made Kerner that opens with mineral, ...",87,$28
Eberle 2010 Estate Muscat Canelli (Paso Robles),This bottling has consistently been one of Eberle's specialties for quality and ...,87,$14
Orgo 2014 Rkatsiteli (Kakheti),"Medium-gold to the eye, this wine has aromas of white peach and ...",89,$21
Darting 2007 Durkheimer Nonnengarten Auslese Rieslaner (Pfalz),"There aren''t many Rieslaner bottlings out there, so this may be one ...",89,$39
Devaux NV Cuvée D Brut  (Champagne),"One of a group of Champagnes under the label of Collection D, ...",90,$62
Vicente Gandia 2013 El Miracle by Mariscal Garnacha Tintorera (Valencia),Punchy raspberry and plum aromas indicate that this Garnacha Tintorera (Alicante Bouschet) ...,86,$11
Cave B 2014 Cavewoman White (Ancient Lakes),"Half Chardonnay and half Sémillon, this offers aromas of pear, apple and ...",86,$14
Château la Colombière 2013 Vinum Negrette (Vin de France),"This wine is soft and fruity, with just a minimum of tannin. ...",86,$20
Hubert Veneau 2014 Rosé (Coteaux du Giennois),A blend of Pinot Noir and Gamay from a small region just ...,86,$15
Chambers Rosewood Vineyards NV Muscadelle (Rutherglen),"A luscious, amber-hued sticky from the spiritual home of dessert wines down ...",90,$16
Martinshof 2013 Reserve Weissburgunder (Niederösterreich),Delicate notions of white blossom join hints of Galia melon on nose ...,90,$37
Proprietà Sperino 2011 Uvaggio Red (Coste della Sesia),"A blend of Nebbiolo, Vespolina and Croatina, this opens with a medley ...",90,$35
Hudson Vineyards 2014 Pick Up Sticks Red (Carneros),"This is an estate-grown blend of 80% Grenache, 15% Syrah and 5% ...",93,$39
Kynsi 2013 Nocturnum Red (Edna Valley),This ode to the owls that surround the region's vineyard is a ...,93,$39
Alta Alella 2012 Dolç Mataró Organic Sweet Red (Spain),Aromas of cherry cough drops and huckleberry syrup are heady and perplexing. ...,86,$39
Marchiori 2013 Fondamentale Zulle Glera (Colli Trevigiani),"This traditionally crafted, unfiltered sparkler opens with heady aromas of white spring ...",91,$15
Vigne Marina Coppi 2011 Fausto Timorasso (Colli Tortonesi),"Enticing aromas of acacia flower, nut, honey and a hint of paraffin ...",91,$60
Vinkara 2014 Kalecik Karasi (Ankara),Aromas of black cherry and smoke lead to a palate that begins ...,89,$18
Clos Venturi 2016 1769 Biancu Gentile (Vin de France),"This ancient Corsican grape, found only in small quantities on the island, ...",89,
Domaine de l'Idylle 2016 Arbin Le Coteau d'Albert Mondeuse (Savoie),This intense and spicy wine comes from a vineyard planted in 1925 ...,89,$22
Lovingston 2014 Gilbert's Vineyard Pinotage (Monticello),"This wine shows a lovely bouquet of red cherries, purple flowers, rooibos ...",89,$25
Finca Constancia 2011 Red (Vino de la Tierra de Castilla),"Aromas of rubber, coffee, lemon peel and cherry are good but lack ...",90,$15
Animale 2011 Carmenère (Red Mountain),"Sourced from Kiona''s End of the Road vineyard, this pure Carmenère is ...",86,$25
Greek Wine Cellars 2013 Assyrtiko (Santorini),"A fresh and fruity nose of lemon, white flowers and peach give ...",86,$18
Alpha Estate 2010 Hedgehog Vineyard Xinomavro (Amyndeon),"Cherry, spicebox, pepper and some vegetal aromas are followed by flavors of ...",86,$20
Librandi 2013 Rosato Gaglioppo (Cirò),"Made with the native grape Gaglioppo, this soft, friendly rosato from Calabria ...",86,$12
Zantho 2006 Muskat Ottonel (Burgenland),"Very Muscat, very aromatic, this is a light, crowd-pleasing apéritif wine that ...",87,$13
Johanneshof Reinisch 2014 Rotgipfler (Thermenregion),A rather subdued nose leads to a rounded palate flavored by savory ...,90,$20
Casa D'Ambra 2012 Biancolella White (Ischia),This blend of Biancolella and Forastera opens with subtle aromas of white ...,86,$29
Klabjan 2008 Refosk Refosco (Slovenska Istra),"An easy-drinking wine, it has pronounced aromas and flavors of cherry vanilla ...",86,$18
Adega de Cantanhede 2010 Marquês de Marialva Grande Reserva Red (Bairrada),The wine is a rich blend of Baga and Touriga Nacional that ...,92,$30
Luis Pato 2010 Duet Sparkling (Beiras),"A blend of two white grapes, Bical and Cerceal, Duet is a ...",86,
Long Gamma 2009 White (Sonoma County),"If this blend of Sauvignon Blanc, Viognier and Gewürztraminer were drier, it ...",84,$10
Monterebro 2012 Selección Syrah (Jumilla),"Dark purple in color, this Syrah-led blend with 15% Monastrell is jammy, ...",87,$18
Cliffhanger 2013 Estate Grown Proprietary Red Blend Red (Vigneti delle Dolomiti),"A blend of 70% Teroldego and 30% Lagrein, this opens with aromas ...",87,$14
Cantina della Volta 2010 Metodo Classico Brut  (Lambrusco di Modena),"Made with the Lambrusco di Sorbara grape, this conveys aromas of crushed ...",87,$25
Northwest Cellars 2011 Intrigue Red (Columbia Valley (WA)),"This wine is 40% Cabernet Sauvignon, 27% Syrah, 19% Malbec and 14% ...",86,$28
Alfredo Roca 2014 Roca Chenin Blanc-Chardonnay (Mendoza),"Tropical, floral aromas are modest but enchanting. Plump and balanced on the ...",86,$11
Vaeni 2004 Naoussa Grande Reserve Xinomavro (Naoussa),"Violet, cigar box and smoke mark the nose of this distinctive Xinomavro. ...",85,$23
Buccia Nera 2011 Donna Patrizia White (Toscana),"This is a blend of Trebbiano, Malvasia and Grechetto. The mildness of ...",85,$10
Etko 2000 St. Nicholas Xinisteri (Commandaria),"Alluring aromas of orange peel. Dried apricot, spices and cigarbox lead this ...",89,$20
Porto Carras 2008 Malagouzia (Halkidiki),"This exotic white starts with aromas of white flowers, lemon and mint, ...",89,$22
Domaine Seailles 2014 Presto Sauvignon Blanc-Sauvignon Gris (Côtes de Gascogne),"There is an attractive herbaceous character to this wine, yet it also ...",86,
Domaine Uby 2014 No. 3 Colombard-Ugni Blanc Colombard-Ugni Blanc (Côtes de Gascogne),"This smooth, creamy textured wine combines bright acidity with ripe apricot and ...",86,$11
Castellucci Miano 2015 Shiarà Catarratto (Sicilia),"Scents of Spanish broom, chamomile, aromatic herb and white stone fruit combine ...",89,$30
Château Vartely 2013 D'Or Matur Traminer (Moldova),"This aged 100% Traminer has aromas of yellow peach, canned apricots and ...",89,$15
Tenuta di Fessina 2014 Laeneo Nerello Cappuccio (Sicilia),"Made entirely with Nerello Cappuccio, this reveals aromas of raspberry compote, tilled ...",89,$25
Equinox Estate 2012 5 Elemente Red (Moldova),"A blend of Cabernet Sauvignon, Carmenère, Rara Neagra, Shiraz and Malbec, this ...",89,$39
Vettori 2009 Dedalo White (Colli Trevigiani),"A blend of Chardonnay (70%) and Manzoni, this creamy white wine is ...",88,
Achaia Clauss NV Imperial  (Mavrodaphne of Patras),"This red dessert wine offers cedar, cocoa and hazelnut on the nose, ...",88,$11
Illuminati Dino 2007 Daniele White (Controguerra),"A luminous blend of Trebbiano d''Abruzzo (60%), Passerina and Chardonnay, this deeply ...",88,$36
Lafazanis 2010 Epìcus Agiorgitiko (Peloponnese),"This is an Agiorgitiko that starts with aromas of clove, vanilla, cinnamon ...",88,$10
Lis Neris 2009 Fiore di Campo White (Venezia Giulia),Fiore di Campo is a beautiful blend of Tocai Friulano (85%) with ...,88,$22
Bonotto delle Tezze 2009 Novalis Manzoni (Veneto),"There''s a thick, slightly muddled quality to this wine (made with Manzoni ...",85,$14
Bründlmayer 2012 Auslese Gelber Muskateller (Austria),"Strongly perfumed and packed with both acidity and sweetness, this is a ...",89,
Cossart Gordon 2005 Colheita Bual (Madeira),Chocolate and coffee aromas go with the characteristic burnt character of a ...,92,$42
Pagos Familia Langa 2011 Real de Aragón Centenaria Garnacha (Calatayud),"Flush, jammy, spicy, peppery aromas are good and fruity. This is full ...",89,$26
Hunter DeHaven 2011 Collusion Red (California),"Meaty, smoky aromas and equally meaty, smoky, peppery flavors give an untamed ...",91,$25
Hudson-Chatham 2014 Middlehope Casscles Vineyards Baco Noir (Hudson River Region),"This perfumed floral red made from Baco Noir, an underappreciated French-American hybrid ...",91,$25
Township 7 2015 Rock Pocket Vineyard Muscat (Okanagan Valley),"With its intense scents and flavors of orange candy, Muscat is often ...",91,$18
Michele Chiarlo 2006 MonTald Albarossa (Monferrato),If you've never heard of the Albarossa variety before that's because it's ...,88,$40
Navarro 2014 Edelzwicker (Anderson Valley),"Aromas of honeysuckle, honey and ripe peach are bright and enticing in ...",89,$16
Sonberk 2010 Ryzlink Rýnský (Moravia),"This deep straw-colored wine has a nose of mango, caramelized pineapple and ...",89,$40
Terre del Principe 2012 Le Serole Pallagrello Bianco (Terre del Volturno),"Made from the rare Pallagrello Bianco grape, this unfolds with aromas of ...",87,$48
Terre di Giurfo 2013 Suliccenti Insolia (Vittoria),"Made with native grape Insolia, this savory wine has floral aromas of ...",87,$15
Mas Blanch I Jové 2011 Saó Blanc Macabeo (Costers del Segre),Waxy aromas of baked apple and spices come in front of a ...,87,$25
Cana's Feast 2012 Ciel du Cheval Vineyard Sangiovese Grosso (Columbia Valley (WA)),"Coming from one of the state''s most esteemed vineyards, this wine offers ...",87,$45
Château Vignol 2014 Rosé (Bordeaux Rosé),"This totally refreshing wine is crisp, lively and packed with acidity as ...",87,$12
Zonte's Footstep 2009 The Love Symbol Single Site Savignin Blanc Savagnin (Langhorne Creek),Picked relatively early—the finished alcohol level is only 11%—this is suprisingly soft ...,88,$15
Hyatt 2009 Black Muscat (Rattlesnake Hills),"Labeled off dry but with little or no sweetness, this is a ...",88,$10
Monfil 2009 Garnacha (Cariñena),"Fruity, sweet, a touch rubbery, and very much what you should expect ...",88,$11
Tenuta Santomè 2004 Santomè Raboso (Piave),Santomè is a pretty expression of Raboso (a native grape of northeast ...,88,$35
Torbreck 2007 The Pict Mataro (Barossa Valley),"After recently tasting a knockout bottle of the 2005, this was disappointing. ...",88,$135
Garcia Hermanos NV Corredera Amontillado Pedro Ximénez (Montilla-Moriles),"Heavyweight aromas of molasses and honey are friendly but flat. A dry, ...",88,$16
Gyéjacquot Frères NV Collection Blanche  (Champagne),A blend of 90% Chardonnay with 10% Pinot Blanc makes this a ...,88,$46
Saint Gregory 2015 Red (Mendocino County),"Bright, ripe, seemingly sweet fruit fills the aromas and flavors of this ...",88,$25
Venica & Venica 2015 Pètris Malvar (Collio),Aromas of citrus and yellow stone fruit waft out of the glass ...,88,$35
Villa Canestrari 2011 Alesium  (Recioto di Soave),"Made with 95% Garganega and 5% Chardonnay, this has aromas of maple ...",88,$44
Reyes 2016 Renaissance Rosé (California),A curious rosé that relies on a touch of Tempranillo to color ...,85,$22
Trio 2015 Reserva Premium White (Chile),A blanket of oak sits atop apple aromas. This is healthy and ...,85,$17
Bacalhôa Wines of Portugal 2016 Serras de Azeitão White (Península de Setúbal),A soft open blend of Fernão Pires and Verdelho produces a spicy ...,85,
Bouvet-Ladubay NV Signature Brut Chenin Blanc-Chardonnay (Vin Mousseux),This blend of Chenin Blanc and Chardonnay is immediately attractive. With its ...,85,$14
Global Wines 2016 Monte da Cal Colheita Seleccionada Branco White (Alentejano),"Produced from an estate on the border with Spain, this rich blend ...",85,$9
Gray Ghost 2016 Vidal Blanc (Virginia),"This Vidal Blanc has intriguing aromas of honeysuckle, peach and powdered ginger. ...",85,$17
James Charles 2016 Cincinnatus Seyval Blanc (Virginia),"This fortified wine made from Seyval Blanc has lovely aromas of peach, ...",85,$45
Jidvei 2016 Treasure of Transylvania Medium Sweet White (Tarnave),This medium-sweet blend of Feteasca Regala and Riesling has aromas of honeysuckle ...,85,$8
Zanasi NV Tradizione  (Lambrusco Grasparossa di Castelvetro),This wine's fragrant blue flower and red berry aromas lift out of ...,89,$12
Gerovassiliou 2015 Single Vineyard Malagousia (Epanomi),"A beautiful nose of melon, pear and flowers starts this exemplary single ...",92,$23
Peller 2012 Icewine Andrew Peller Signature Series Vidal Blanc (Niagara Peninsula),"The aromas and flavors of tangerine, ripe pineapple, jasmine and honey are ...",91,$85
Hermes NV Red Dessert  (Mavrodaphne of Patras),"Hazelnut, butterscotch praline and vanilla aromas are followed by a mellow interplay ...",86,$15
Mullineux 2010 White (Swartland),This Chenin-based blend—with 10% Clairette Blanc and 10% Viognier—offers great richness and ...,90,$28
Piližota 2009 Babić (North Dalmatia),"This wine is rich garnet colored, with flavors of pomegranate, dark plum ...",89,$25
En Garde 2011 Tempranillo (El Dorado),"This El Dorado-grown Tempranillo has handfuls of Petit Verdot and Malbec, made ...",89,$38
Frédéric Lornet 2010 Nature Savagnin (Arbois),Toast and nut aromas set the scene for a wine that has ...,89,$26
Stephane Tissot NV Sparkling (Crémant de Jura),The wine shows interesting oxidation and toast from the Savagnin grape in ...,89,$24
UDACA 2011 Tesouro da Sé Private Selection Red (Dão),Twelve months bottle aging and a selection of Touriga Nacional and Alfrocheiro ...,89,$26
Château Eugénie 2011 Cuvée Réserve de l'Aïeul Malbec-Tannat (Cahors),"This wine is rich, smooth, perfumed and opulent. It shows the power ...",93,$30
Domaine Rotier 2011 Renaissance Vendanges Tardives Loin de l'Oeil (Gaillac Doux),The gold color and honeyed aromas are a great invitation to this ...,93,
Kracher 2011 Zwischen den Seen  Trockenbeerenauslese Nummer 7 Scheurebe (Burgenland),"Zesty notions of orange marmalade pervade the nose and palate, while overtones ...",92,$105
Pala 2009 Essentija Bovale (Isola dei Nuraghi),Bovale is a little-known red grape from Sardinia that offers smooth and ...,89,$30
Yering Station 2008 Shiraz-Viognier (Yarra Valley),This blend of 95% Shiraz and 5% Viognier displays some cool-climate character ...,89,$19
Finca Allende 2010 Allende White (Rioja),"Under control on the bouquet, this has pear and apple aromas. The ...",89,$25
Dinastía Vivanco 2011 Vivanco Viura-Malvasia-Tempranillo Blanco Viura (Rioja),"This blend of Viura, Malvasia and Tempranillo Blanco smells a bit sweaty ...",83,$13
Real Compañia de Vinos 2011 Blanco White (Vino de la Tierra de Castilla),This blend of 70% Viura with Verdejo and Sauvigon Blanc smells a ...,83,$10
Juan Carlos Sancha 2011 Ad Libitum Tempranillo Blanco (Rioja),Forget the high price on this Tempranillo Blanco. Looking at the wine ...,83,$34
Egger-Ramer 2013 Reiesegger St. Magdalener Classico Red (Alto Adige),"Aromas of red currant, blue flower and a whiff of baking spice ...",87,$17
Maximin Grünhäuser 2012 Weissburgunder (Mosel),"Wisps of smoke, toast and dusty mineral accent fresh lemon and apple ...",87,$40
Piera Martellozzo 2013 Terre Magre Traminer (Friuli Grave),Aromas of white rose and jasmine lead the nose. The palate isn't ...,87,$16
Salton 2009 Talento Red (Brazil),"Dry, earthy aromas of baked berry fruits and mushroom set up a ...",87,$21
Arnaldo Caprai 2009 Anima Umbra Grechetto (Umbria),"Made with 85% Grechetto and 15% Trebbiano Spoletino, Caprai''s fresh Anima Umbra ...",86,$14
Post House 2009 Blueish Black Red (Stellenbosch),"This medium-weight blend of 38% Shiraz, 26% Pinotage, 19% Cab Sauv and ...",86,$19
Vigne & Vini 2010 Moi Verdeca (Salento),Moi is an extremely floral and fragrant Verdeca from the Salento in ...,86,$15
Adega de Cantanhede 2010 Marquês de Marialva Grande Reserva Baga-Touriga Nacional (Bairrada),"Hugely rich and concentrated, this is a wine that exudes tannins and ...",91,$60
Secret Spot Wines 2016 Vale da Poupa Branco Moscatel (Douro),The Moscatel Gallego (the Moscatel from Galicia further north) produces a strongly ...,89,$13
Marcarini 2016 Fontanazza  (Dolcetto d'Alba),"Violet, red berry and underbrush scents come together in this Dolcetto. Its ...",89,$25
Patricius 2015 Dry Yellow  (Tokaji),"Straw colored in the glass, this dry Muscat has pineapple, dried rosemary, ...",89,$16
Casa Santos Lima 2012 CSL Reserva White (Lisboa),"Wood aging shows strongly throughout this wine. With its blend of Viosinho, ...",90,
Otazu 2016 Merlot Rosado (Navarra),Candied fruit-punch aromas lead to a chunky palate that's low on finesse. ...,84,
Cascina Bruciata 2012 Cannubi Muscatel  (Barolo),"Menthol, ripe berry, vanilla and mocha aromas emerge in the glass. The ...",87,$78
Antica Corte 2011 White (Delle Venezie),Two of the most planted white varieties of the Veneto (Pinot Grigio ...,84,$10
Kamiak 2011 Windust White (Washington),"This blended white—a sweetish mix of Chardonnay, Sauvignon Blanc, Gewürztraminer and Riesling—has ...",84,$11
Bonny Doon 2013 A Proper Claret (California),"This creative blend of 46% Cabernet Sauvignon, 17% Merlot, 15% Tannat, 13% ...",90,$16
Domaine Rotier 2011 Les Gravels White (Gaillac Doux),This is a blend mainly of the local Loin de l'Oeil with ...,91,
Angels & Cowboys 2014 Rosé (Sonoma County),"Made from Grenache, Malbec, Pinot Noir and Tempranillo, this is a light, ...",88,$15
Nauerth-Gnägy 2014 Ng.2 Schweigen-Rechtenbach Spätburgunder Trocken Rosé (Pfalz),A whiff of raspberry perfume trails through deep layers of wet rock ...,88,$24
Adega de Cantanhede 2009 Foral de Cantanhede Gold Edition Grande Reserva Baga (Bairrada),The wine inside this ridiculously heavy bottle echoes the same grandiose intentions: ...,88,$80
Bodegas Valdemar 2012 Inspiración Tempranillo Blanco (Rioja),"A maderized color is apropos for the wine''s fully mature, nutty nose. ...",85,$24
Manastira 2013 Ilaya Reserve Mavrud (Thracian Valley),"Ripe fruit aromas of red raspberry, red plum and cassis lead the ...",89,$17
Proulx 2014 Jack Barret Red (Paso Robles),"This kitchen sink blend combines 12 varieties, from Syrah and Malbec to ...",89,
Budureasca 2015 Tămâioasă Românească (Dealu Mare),"Acacia flower, fragrant white flowers and white peach juice are present in ...",89,$10
Tbilvino 2014 Georgian Valleys Kindzmarauli Saperavi (Kakheti),"Dark garnet in color, this wine offers aromas of cherry, blackberry and ...",89,$18
Veramar 2012 Estate Bottled Norton (Shenandoah Valley),"Nervy acids and extra-fine powdery tannins frame flavors of wild berries, crimini ...",84,$18
Musset-Roullier 2013 Les Blanches Chenin Blanc-Chardonnay (Val de Loire),The nutty aromas of Chenin Blanc dominate this fresh and apple fruity ...,84,
Pillsbury 2011 Symphony (Cochise County),"Outspoken, delineated notes of candied lemon and peach meld with a bold ...",84,$38
Albet I Noya 2015 3 Macabeus Macabeo (Penedès),Dusty aromas blend with apricot and peach pit scents. This feels highly ...,86,$17
Tabarrini 2011 Adarmando Trebbiano Spoletino (Umbria),Here's a pretty white from the hills of Montefalco made with the ...,87,$30
Calera 2012 Aligoté (Mt. Harlan),"Brisk acidity and dry, somewhat astringent flavors of peach skin, Meyer lemons ...",87,$21
OnThEdge 2010 Frediani Vineyard Charbono (Calistoga),"Charbono is an old variety in Napa Valley, now rarely grown. This ...",88,$45
Bodegas Tempore 2009 Esenzia Old Vine Garnacha (Vino de la Tierra del Bajo Aragón),The color may be fading but this wine is still pumping out ...,88,$12
14 Hands 2012 Hot To Trot White (Washington),No specific blend is listed on this delicious wine—in the past it's ...,88,$10
Collevite 2012 Villa Piatti  (Offida Pecorino),"This opens with variety''s signature floral fragrance of acacia and jasmine, accented ...",88,$22
Papaioannou 2004 Terroir Agiorgitiko (Nemea),"Savory, smoked meat and clove aromas give this lively Agiorgitiko soul. Flavors ...",88,$50
Our Wine 2015 Vineyard Tsarapi Rkatsiteli (Kakheti),This apricot-colored wine offers a bouquet of peach and mandarin orange. It ...,84,$30
Gianfranco Bovio 2005 Vigna Arborina  (Barolo),"Gianfranco Bovio represents 20 hectares of vines planted to Nebbiolo, Dolcetto and ...",91,
Finca Casa Lo Alto 2009 Crianza Red (Utiel-Requena),"This starts out smelling gaseous and rubbery, though with time it settles ...",87,$18
Bradgate 2009 Cabernet Sauvignon-Merlot-Shiraz Red (Stellenbosch),Glimmers of wet rocks and pencil shavings inflect the blackberry and cassis ...,87,$15
De Stefani 2008 Terre Nobili Red (Veneto),"“Terre Nobili,” which is Italian for “noble lands,” is a blend of ...",87,$69
Shenandoah Vineyards 2011 Johannisberg Riesling (Shenandoah Valley),"Scents of lemongrass, white flower, bees wax and pear are perky and ...",87,$15
Pulden 2006 Salta Terra Mavrud (Thracian Valley),"Made from the Thracian Valley''s indigenous Mavrud grape, this wine has an ...",85,$9
Companhia das Quintas 2013 Quinta de Pancas Reserva Red (Lisboa),"This is a concentrated, rich wine. A blend of Cabernet Sauvignon, Touriga ...",93,$30
Quintas de Melgaço 1998 Torre de Menagem White (Vinho Verde),"Features citrus-flower and lime aromas. Lightweight, and with a slight spritz, this ...",83,$8
Bodegas Campante 2015 Viña Reboreda Godello (Ribeiro),A light yeasty quality and a note of mustard stick out on ...,88,$14
Vigne Surrau 2013 Barriu Red (Isola dei Nuraghi),"Made with 30% Cannonau, 30% Carignano, 30% Cabernet Sauvignon and 10% Syrah, ...",88,$36
Ronco del Gelso 2006 Malvasia Malvasia Istriana (Friuli Isonzo),"Flat and a bit flabby on the nose, this golden Malvasia delivers ...",85,$22
Tenuta Gorghi Tondi 2011 Rajàh Zibibbo (Sicilia),This dry expression of Zibibbo (a grape normally used to make passito ...,87,$24
Cottanera 2011 Barbazzale White (Sicilia),"A 50-50 blend of Inzolia and Viognier, this feels slender and tight ...",87,$14
Duca di Salaparuta 2011 Colomba Platino Insolia (Sicilia),"Elegant and pristine, this bears bright notes of citrus, honey, candied lemon, ...",87,
Elena Walch 2012 Vigna Castel Ringberg Riserva Lagrein (Alto Adige),"This 100% Lagrein offers aromas of cassis, leather and baking spice. The ...",90,$46
Herdade Grande 2015 White (Alentejano),This blend of perfumed Verdelho and crisp Alvarinho belies the Alentejo heat. ...,90,$30
Domaine de Gensac 2012 Piaffer Red (Gers),"A blend that includes Syrah and Tannat as well as Bordeaux grapes, ...",89,$27
Tenuta Il Faggeto 2012 Lupaio  (Rosso di Montepulciano),"Made with Prugnolo Gentile, the local name for Sangiovese, and Canaiolo, this ...",89,$13
Tsillan 2013 Estate Sempre Amore White (Lake Chelan),A blend of Pinot Grigio and Chardonnay with splashes of Gewürztraminer and ...,89,$16
Grotta del Sole 2007 Coda di Volpe (Campania),Coda di Volpe offers resiny aromas of pine syrup and butterscotch backed ...,85,$15
Bargetto 2004 La Vita Regan Vineyards Red (Santa Cruz Mountains),"Minty, with easy wintergreen, cherry and sandalwood flavors framed in stiff tannins. ...",84,$60
Bovin 2007 Vranec (Tikves),"Jammy aromas and flavors of blackberry, plum, anise and spice give this ...",84,$16
Monte Volpe 2010 Tocai Friulano (Mendocino),"This wine is alive with flavors of citrus, honey and orange blossom. ...",85,$15
Ribafreixo 2016 Gáudio Verdelho (Alentejano),This perfumed wine has a delicate apple and pear character enlivened by ...,87,$11
Kriselle 2014 Di'tani Red (Rogue Valley),"Made predominantly from Cabernet Franc, this includes Malbec, Cabernet Sauvignon, Merlot and ...",87,$26
Les Vins Bréban 2016 Alivetto Rosé (Ile de Beauté),"A blend of two local grapes, Niellucciu and Sciaccerellu, this wine is ...",87,$16
Manastira 2016 Riverside Muskat Ottonel (Thracian Valley),This Muscat Ottonel has lemon zest and white floral aromas. A floral ...,87,$16
Vita Vinea 2015 Dakishvili Family Vineyard Saperavi (Kakheti),"This wine offers a bouquet of black cherry and butterscotch. Its cherry, ...",87,$21
Casa Agricola Santos Jorge 2015 Morgado da Canita Red (Alentejano),"Deeply colored, aromatic and packed with red fruits, this is a solid, ...",87,$13
Cerulean 2013 Red Sky Red (Washington),"Half Tempranillo, 40% Barbera and 5% each Merlot and Sangiovese, this is ...",88,$25
Hiruzta 2015 Txakolina Hondarribia Hondarrabi Zuri (Getariako Txakolina),A note of yeasty vanilla graces apple and citrus aromas. This feels ...,88,$19
Johannishof 2012 Johannisberg Hölle GG Riesling (Rheingau),"A quiver of silk lends richness to the palate of this dry, ...",91,$69
